,Date,Internal_Number,InfoCode,ISIN,SEDOL,Instrument_Name,Country,Currency,ICB,Mcap_Units_Index_Currency,Full_Mcap_Units_Index_Currency,Free_Float,Capfactor,FOR_FF,Weight
169749,2023-06-19,TH215I,26259.0,TH0308010Y08,B99J5K5,AP THAILAND,TH,THB,35101010.0,57824087.0,1066864051.0541277,0.787,0.0688691,0.05,0.00557
169767,2023-06-19,TH22LZ,35054.0,TH0171B10Z05,6791795,KGI SECURITIES,TH,THB,30202015.0,36609657.0,261026597.21231014,0.6503,0.2156734,0.14,0.00352
169770,2023-06-19,TH10JU,152430.0,TH0981010000,B39L349,SYNNEX (THAILAND),TH,THB,10102030.0,28713991.0,319023079.76222444,0.265,0.3396448,0.09,0.00276
169771,2023-06-19,TH21V8,40135.0,TH0010010005,6767428,SAHA-UNION,TH,THB,55101020.0,27968608.0,254346345.0,0.6533,0.1683186,0.11,0.00269
169773,2023-06-19,TH22R5,302531.0,TH8335010006,BFDB6T5,HUMANICA,TH,THB,50205025.0,24976972.0,246807674.5975553,0.487,0.2078029,0.1,0.0024
169774,2023-06-19,TH229N,45058.0,TH0616010Z03,B09C9S7,EASTERN WATER RESOURCES,TH,THB,65102030.0,21448760.0,232380713.69051638,0.4108,0.2246835,0.09,0.00206
169776,2023-06-19,TH901K,45101.0,TH0564B10Z00,BM909F2,NOBLE DEVELOPMENT,TH,THB,35101010.0,11866172.0,176317271.80230242,0.9137,0.0736566,0.07,0.00114
169777,2023-06-19,TH80CU,285566.0,TH6820010002,BYMFLT6,THAI WAH,TH,THB,45102020.0,9806813.0,112851528.97256766,0.7985,0.1088291,0.09,0.00094
169816,2023-06-19,ID8014,35121.0,ID1000098007,B00ZNP0,BANK CIMB NIAGA,ID,IDR,30101010.0,193848947.0,2552491649.0092955,0.0759,1.0,0.08,0.01866
169821,2023-06-19,ID00GB,35116.0,ID1000094204,6580034,Bank Danamon Indonesia Tbk PT,ID,IDR,30101010.0,140082621.0,1842099697.83186,0.076,1.0,0.08,0.01348
169832,2023-06-19,ID12WU,216285.0,ID1000095508,B055M58,BRI AGRONIAGA,ID,IDR,30101010.0,70341121.0,572937212.9114317,0.1227,1.0,0.12,0.00677
169878,2023-06-19,TR20QC,352728.0,TREINVS00029,BN95D52,INVESTCO HOLDING A S,TR,TRY,30202000.0,210843505.0,2106327194.9999998,0.1001,1.0,0.1,0.0203
169931,2023-06-19,412532,35434.0,TRABRISA91E3,B03MQ60,BRISA BRIDGESTONE SABANCI,TR,TRY,40101015.0,86216604.0,676738928.0043,0.1274,1.0,0.13,0.0083
169984,2023-06-19,B03MQM,43801.0,TRACLEBI91M5,B03MQM6,CELEBI HAVA SERVISI,TR,TRY,50206060.0,54724168.0,542360046.5639999,0.1009,1.0,0.1,0.00527
170004,2023-06-19,TR20K6,352618.0,TREDAPG00032,BMCH8C0,DAP GAYRIMENKUL GELISTIRME,TR,TRY,50101010.0,46606954.0,465603600.0,0.1001,1.0,0.1,0.00449
170041,2023-06-19,413337,24002.0,TRABANVT92A9,B03MPP2,BANVIT,TR,TRY,45102010.0,27674678.0,333831821.6495795,0.0829,1.0,0.08,0.00266
170044,2023-06-19,TR20J5,279516.0,TREULET00014,BSP5SN4,ULUSOY ELEKTRIK IMALAT TAAHHUT,TR,TRY,50202010.0,25875423.0,410069788.8,0.0631,1.0,0.06,0.00249
170053,2023-06-19,B03MY0,35522.0,TRATEKST91N0,B03MY00,ICBC TURKEY BANK ANONIM,TR,TRY,30101010.0,18948284.0,264640620.72,0.0716,1.0,0.07,0.00182
170089,2023-06-19,PH108F,36042.0,PHY3004J1017,BLR6CW3,DITO CME HOLDINGS,PH,PHP,15102015.0,90998293.0,654663136.4,0.139,1.0,0.14,0.00876
170094,2023-06-19,PH1029,47068.0,PHY689911352,B1FHVG5,PHILEX MINING,PH,PHP,55102000.0,34794487.0,274907554.51578563,0.4984,0.2539478,0.13,0.00335
170111,2023-06-19,EG9025,39237.0,EGS42111C012,6325859,ALEXANDRIA CONTAINERS,EG,EGP,50206060.0,112929309.0,1128164179.1355002,0.1001,1.0,0.1,0.01087
170124,2023-06-19,EG5043,281356.0,EGS673Y1C015,BVW29L4,EMAAR MISR FOR DEVELOPMENT,EG,EGP,35101010.0,50835411.0,451468559.157,0.1126,1.0,0.11,0.00489
170126,2023-06-19,EG7034,39304.0,EGS3E181C010,B0Y52Q0,EGYPT ALUMINIUM,EG,EGP,55102035.0,46330379.0,582039562.5,0.0796,1.0,0.08,0.00446
170131,2023-06-19,EG203Z,43431.0,EGS38201C017,6307039,EGYPTIAN CHEMICAL IND,EG,EGP,55201015.0,32963803.0,330629707.1827339,0.0997,1.0,0.1,0.00317
170133,2023-06-19,EG20LH,39231.0,EGS65851C015,6651996,SIX OF OCT.DEV.& INV.,EG,EGP,35101010.0,31191995.0,215563077.91953,0.1447,1.0,0.14,0.003
170135,2023-06-19,EG302Z,43428.0,EGS60241C014,6298906,EXPORT DEV.BK.OF EGYPT,EG,EGP,30202000.0,27062383.0,304413578.4048469,0.0889,1.0,0.09,0.00261
170152,2023-06-19,EG8035,73190.0,EGS691D1C018,B1VR8V3,C I CAPITAL HLDG FOR FIN. INV,EG,EGP,30202015.0,13601647.0,171521250.0,0.0793,1.0,0.08,0.00131
170722,2023-09-18,IN104A,231544.0,INE002L01015,B3Y50F6,Satluj Jal Vid,IN,INR,65101010.0,478040537.0,3613299814.8264008,0.1323,1.0,0.13,0.04456
170822,2023-09-18,IN07EQ,5159.0,INE103A01014,6121530,Mangalore,IN,INR,60101020.0,227534966.0,1992421242.472079,0.1142,1.0,0.11,0.02121
170829,2023-09-18,IN815J,297351.0,INE031A01017,BDVJZR8,HOUSING AND URBAN DEVELOPMENT,IN,INR,30201025.0,217060188.0,1749071390.7825,0.1241,1.0,0.12,0.02023
170854,2023-09-18,IN80JW,301840.0,INE470Y01017,BZ7M4G7,NEW INDIA ASSURANCE,IN,INR,30302025.0,167343455.0,2841139532.88,0.0589,1.0,0.06,0.0156
170887,2023-09-18,IN10CI,219016.0,INE950I01011,B4YWZT3,D B CORP,IN,INR,40301030.0,76137652.0,534974142.20635384,0.3575,0.3980978,0.14,0.0071
171259,2023-09-18,TW501V,277753.0,TW0002634003,B6TJTG8,AEROSPACE INDV.,TW,TWD,50201020.0,169684763.0,1696847272.331904,0.6482,0.1542734,0.1,0.01582
171301,2023-09-18,TW04JC,35909.0,TW0002605003,6810731,Sincere Navig,TW,TWD,50206030.0,50137586.0,433907402.3146308,0.9015,0.1281742,0.12,0.00467
171302,2023-09-18,TW30D5,264764.0,TW0005222004,B3ZVQT9,TRANSCOM,TW,TWD,10102010.0,38713809.0,387138131.60114396,0.9327,0.1072156,0.1,0.00361
172073,2023-09-18,KR030E,24985.0,KR7006040000,6276322,DONGWON IND,KR,KRW,45102010.0,80276593.0,1161778897.30365,0.0691,1.0,0.07,0.00748
172187,2023-09-18,KR703L,25902.0,KR7007700008,6223652,F&F Holdings,KR,KRW,40204020.0,60751261.0,507120388.817589,0.1198,1.0,0.12,0.00566
172444,2023-09-18,PL11DP,290049.0,PLARHCM00016,BYY2FK4,ARCHICOM,PL,PLN,35101010.0,31489576.0,294295133.19874805,0.107,1.0,0.11,0.00294
172463,2023-09-18,PL00IS,263823.0,PLPCCEX00010,B8FGJ01,PCC EXOL,PL,PLN,55201020.0,15321944.0,118682781.14907318,0.1291,1.0,0.13,0.00143
172467,2023-09-18,716083,28282.0,PLZAPUL00057,7160833,PULAWY,PL,PLN,55201015.0,12576308.0,312843506.62,0.0402,1.0,0.04,0.00117
172471,2023-09-18,EW048,152690.0,PLTRKPL00014,B2QKZ46,TRAKCJA,PL,PLN,50101010.0,10282900.0,107113550.48356241,0.096,1.0,0.1,0.00096
172586,2023-09-18,TR20QC,352728.0,TREINVS00029,BN95D52,INVESTCO HOLDING A S,TR,TRY,30202000.0,218344921.0,2181269501.25,0.1001,1.0,0.1,0.02035
172634,2023-09-18,412532,35434.0,TRABRISA91E3,B03MQ60,BRISA BRIDGESTONE SABANCI,TR,TRY,40101015.0,120283291.0,944139524.9863499,0.1274,1.0,0.13,0.01121
172686,2023-09-18,TR20K6,352618.0,TREDAPG00032,BMCH8C0,DAP GAYRIMENKUL GELISTIRME,TR,TRY,50101010.0,74104352.0,740303760.35,0.1001,1.0,0.1,0.00691
172687,2023-09-18,B03MQM,43801.0,TRACLEBI91M5,B03MQM6,CELEBI HAVA SERVISI,TR,TRY,50206060.0,73509898.0,728542625.4,0.1009,1.0,0.1,0.00685
172742,2023-09-18,TR30PC,170023.0,TREARMD00010,B16MXJ6,INGRAM MCRO BILISIM SISTEMLERI,TR,TRY,10102030.0,40428013.0,480143013.59999996,0.0842,1.0,0.08,0.00377
172750,2023-09-18,413337,24002.0,TRABANVT92A9,B03MPP2,BANVIT,TR,TRY,45102010.0,31305486.0,377629780.3358004,0.0829,1.0,0.08,0.00292
172755,2023-09-18,TR20J5,279516.0,TREULET00014,BSP5SN4,ULUSOY ELEKTRIK IMALAT TAAHHUT,TR,TRY,50202010.0,29110533.0,461340003.2,0.0631,1.0,0.06,0.00271
172767,2023-09-18,B03MY0,35522.0,TRATEKST91N0,B03MY00,ICBC TURKEY BANK ANONIM,TR,TRY,30101010.0,23338597.0,325958328.32,0.0716,1.0,0.07,0.00218
173192,2023-09-18,ID8036,267477.0,ID1000127707,BBGSY46,SARATOGA INVESTAMA SEDAYA,ID,IDR,30202000.0,184903017.0,1481279981.9999998,0.1248,1.0,0.12,0.01724
173201,2023-09-18,ID00GB,35116.0,ID1000094204,6580034,Bank Danamon Indonesia Tbk PT,ID,IDR,30101010.0,118561786.0,1798734443.6918998,0.0659,1.0,0.07,0.01105
173208,2023-09-18,ID12WU,216285.0,ID1000095508,B055M58,BRI AGRONIAGA,ID,IDR,30101010.0,61576211.0,501737224.28231996,0.1227,1.0,0.12,0.00574
173281,2023-09-18,TH904N,25610.0,TH0259A10Z01,BK7XZD9,RAMKHAMHAENG HOSPITAL,TH,THB,20101010.0,190773823.0,1444160160.0,0.4273,0.3091505,0.13,0.01778
173295,2023-09-18,TH219M,26911.0,TH0371010Z05,6554697,SUPALAI,TH,THB,35101010.0,160310872.0,1136954935.3765824,0.6489,0.2172908,0.14,0.01494
173312,2023-09-18,TH228M,43220.0,TH0577C10Z04,B73F0X3,SANSIRI,TH,THB,35101010.0,118745318.0,852442567.3367846,0.9426,0.1477827,0.14,0.01107
173327,2023-09-18,TH20CO,2883.0,TH0530010Z06,6713658,CH KARNCHANG,TH,THB,50101010.0,84213994.0,1071423242.9421909,0.6948,0.1131261,0.08,0.00785
173344,2023-09-18,TH215I,26259.0,TH0308010Y08,B99J5K5,AP THAILAND,TH,THB,35101010.0,68676084.0,1100577208.828275,0.787,0.0792884,0.06,0.0064
173373,2023-09-18,TH21V8,40135.0,TH0010010005,6767428,SAHA-UNION,TH,THB,50203000.0,34355522.0,272879100.0,0.6533,0.1927139,0.13,0.0032
173375,2023-09-18,TH22LZ,35054.0,TH0171B10Z05,6791795,KGI SECURITIES,TH,THB,30202015.0,32003282.0,254195694.18397728,0.6503,0.193603,0.13,0.00298
173379,2023-09-18,TH22R5,302531.0,TH8335010006,BFDB6T5,HUMANICA,TH,THB,50205020.0,25328438.0,262198769.3387021,0.4868,0.1984388,0.1,0.00236
173380,2023-09-18,TH10JU,152430.0,TH0981010000,B39L349,SYNNEX (THAILAND),TH,THB,10102030.0,21585023.0,294073520.46416545,0.265,0.2769811,0.07,0.00201
173381,2023-09-18,TH229N,45058.0,TH0616010Z03,B09C9S7,EASTERN WATER RESOURCES,TH,THB,65102030.0,21097660.0,211399079.8698919,0.4108,0.2429406,0.1,0.00197
173383,2023-09-18,TH901K,45101.0,TH0564B10Z00,BM909F2,NOBLE DEVELOPMENT,TH,THB,35101010.0,10631040.0,158672115.6052806,0.9137,0.0733282,0.07,0.00099
173384,2023-09-18,TH80CU,285566.0,TH6820010002,BYMFLT6,THAI WAH,TH,THB,45102020.0,9259660.0,105462918.55160305,0.7985,0.1099562,0.09,0.00086
173416,2023-09-18,B02LFN,23904.0,GRS314003013,BLB3KB5,MIG HOLDINGS S.A.,GR,EUR,30202000.0,15756933.0,129049411.549575,0.1221,1.0,0.12,0.00147
173437,2023-09-18,PH108F,36042.0,PHY3004J1017,BLR6CW3,DITO CME HOLDINGS,PH,PHP,15102015.0,70004645.0,503629189.14000005,0.139,1.0,0.14,0.00653
173441,2023-09-18,PH1029,47068.0,PHY689911352,B1FHVG5,PHILEX MINING,PH,PHP,55102000.0,24458297.0,278693955.765599,0.5009,0.175205,0.09,0.00228
173457,2023-09-18,EG9025,39237.0,EGS42111C012,6325859,ALEXANDRIA CONTAINERS,EG,EGP,50206060.0,142850939.0,1427083884.1320639,0.1001,1.0,0.1,0.01332
173471,2023-09-18,EG5043,281356.0,EGS673Y1C015,BVW29L4,EMAAR MISR FOR DEVELOPMENT,EG,EGP,35101010.0,53641297.0,476388750.36609995,0.1126,1.0,0.11,0.005
173472,2023-09-18,EG7034,39304.0,EGS3E181C010,B0Y52Q0,EGYPT ALUMINIUM,EG,EGP,55102035.0,49985870.0,627963890.4,0.0796,1.0,0.08,0.00466
173479,2023-09-18,EG203Z,43431.0,EGS38201C017,6307039,EGYPTIAN CHEMICAL IND,EG,EGP,55201015.0,32044999.0,321414541.264123,0.0997,1.0,0.1,0.00299
173481,2023-09-18,EG20LH,39231.0,EGS65851C015,6651996,SIX OF OCT.DEV.& INV.,EG,EGP,35101010.0,31125321.0,215102645.09094268,0.1447,1.0,0.14,0.0029
173484,2023-09-18,EG302Z,43428.0,EGS60241C014,6298906,EXPORT DEV.BK.OF EGYPT,EG,EGP,30202000.0,26266050.0,295456453.79648,0.0889,1.0,0.09,0.00245
173500,2023-09-18,EG8035,73190.0,EGS691D1C018,B1VR8V3,C I CAPITAL HLDG FOR FIN. INV,EG,EGP,30202015.0,12960078.0,163431130.0,0.0793,1.0,0.08,0.00121
174885,2023-12-18,IN07EQ,5159.0,INE103A01014,6121530,Mangalore,IN,INR,60101020.0,306867405.0,2687115273.108887,0.1142,1.0,0.11,0.02797
174904,2023-12-18,IN80JW,301840.0,INE470Y01017,BZ7M4G7,NEW INDIA ASSURANCE,IN,INR,30302025.0,264869171.0,4496947056.4800005,0.0589,1.0,0.06,0.02414
174907,2023-12-18,IN815J,297351.0,INE031A01017,BDVJZR8,HOUSING AND URBAN DEVELOPMENT,IN,INR,30201025.0,248801793.0,2678178110.4432,0.0929,1.0,0.09,0.02268
174973,2023-12-18,IN10CI,219016.0,INE950I01011,B4YWZT3,D B CORP,IN,INR,40301030.0,79762756.0,560404445.7415975,0.3576,0.398018,0.14,0.00727
175357,2023-12-18,TW04JC,35909.0,TW0002605003,6810731,Sincere Navig,TW,TWD,50206030.0,59530648.0,515197600.96358514,0.9008,0.1282738,0.12,0.00543
175358,2023-12-18,TW30D5,264764.0,TW0005222004,B3ZVQT9,TRANSCOM,TW,TWD,10102010.0,39781233.0,397811971.724706,0.9327,0.1072156,0.1,0.00363
175359,2023-12-18,TW501V,277753.0,TW0002634003,B6TJTG8,AEROSPACE INDV.,TW,TWD,50201020.0,15619078.0,1588757850.4422238,0.6482,0.0151666,0.01,0.00142
175438,2023-12-18,EW031,140390.0,LU0327357389,B28ZQ24,KERNEL HLDG,PL,PLN,45102010.0,56711534.0,736513273.051101,0.077,1.0,0.08,0.00517
175474,2023-12-18,PL00IS,263823.0,PLPCCEX00010,B8FGJ01,PCC EXOL,PL,PLN,55201020.0,16499263.0,127802169.64924654,0.1291,1.0,0.13,0.0015
175481,2023-12-18,EW048,152690.0,PLTRKPL00014,B2QKZ46,TRAKCJA,PL,PLN,50101010.0,12808056.0,133417208.72126302,0.096,1.0,0.1,0.00117
175483,2023-12-18,716083,28282.0,PLZAPUL00057,7160833,PULAWY,PL,PLN,55201015.0,11801570.0,293571327.798,0.0402,1.0,0.04,0.00108
176257,2023-12-18,KR030E,24985.0,KR7006040000,6276322,DONGWON IND,KR,KRW,45102010.0,75984997.0,1135774170.3694,0.0669,1.0,0.07,0.00693
176361,2023-12-18,KR703L,25902.0,KR7007700008,6223652,F&F Holdings,KR,KRW,40204020.0,55588275.0,463998559.346604,0.1198,1.0,0.12,0.00507
176960,2023-12-18,TR20QC,352728.0,TREINVS00029,BN95D52,INVESTCO HOLDING A S,TR,TRY,30202000.0,227514598.0,2272871109.375,0.1001,1.0,0.1,0.02074
177011,2023-12-18,412532,35434.0,TRABRISA91E3,B03MQ60,BRISA BRIDGESTONE SABANCI,TR,TRY,40101015.0,104942527.0,823723981.6699687,0.1274,1.0,0.13,0.00957
177048,2023-12-18,B03MQM,43801.0,TRACLEBI91M5,B03MQM6,CELEBI HAVA SERVISI,TR,TRY,50206060.0,74251123.0,735887592.0,0.1009,1.0,0.1,0.00677
177110,2023-12-18,B03MY0,35522.0,TRATEKST91N0,B03MY00,ICBC TURKEY BANK ANONIM,TR,TRY,30101010.0,36489470.0,509628999.5999999,0.0716,1.0,0.07,0.00333
177113,2023-12-18,TR30PC,170023.0,TREARMD00010,B16MXJ6,INGRAM MCRO BILISIM SISTEMLERI,TR,TRY,10102030.0,35709741.0,424105812.0,0.0842,1.0,0.08,0.00325
177115,2023-12-18,TR20K6,352618.0,TREDAPG00032,BMCH8C0,DAP GAYRIMENKUL GELISTIRME,TR,TRY,50101010.0,35145004.0,351098632.5,0.1001,1.0,0.1,0.0032
177121,2023-12-18,413337,24002.0,TRABANVT92A9,B03MPP2,BANVIT,TR,TRY,45102010.0,33157820.0,399973347.4835574,0.0829,1.0,0.08,0.00302
177138,2023-12-18,TR20J5,279516.0,TREULET00014,BSP5SN4,ULUSOY ELEKTRIK IMALAT TAAHHUT,TR,TRY,50202010.0,24667811.0,390931680.0,0.0631,1.0,0.06,0.00225
177224,2023-12-18,TH204G,2206.0,TH0420010Y01,BYYH5C1,BANGCHAK CORP,TH,THB,60101020.0,157933724.0,1681935216.0845637,0.8573,0.1095299,0.09,0.0144
177248,2023-12-18,TH21XA,40291.0,TH0042010007,6078971,BANGKOK INSURANCE,TH,THB,30302025.0,116883352.0,921792825.1350001,1.0,0.1268,0.13,0.01065
177250,2023-12-18,TH228M,43220.0,TH0577C10Z04,B73F0X3,SANSIRI,TH,THB,35101010.0,113359391.0,809132469.8662282,0.9276,0.1510349,0.14,0.01033
177277,2023-12-18,TH20CO,2883.0,TH0530010Z06,6713658,CH KARNCHANG,TH,THB,50101010.0,67008630.0,982531414.1234676,0.6948,0.0981577,0.07,0.00611
177279,2023-12-18,TH215I,26259.0,TH0308010Y08,B99J5K5,AP THAILAND,TH,THB,35101010.0,65141055.0,970805079.5801312,0.787,0.0852605,0.07,0.00594
177314,2023-12-18,TH22LZ,35054.0,TH0171B10Z05,6791795,KGI SECURITIES,TH,THB,30202015.0,31768544.0,254964164.20184645,0.6503,0.1916039,0.12,0.0029
177321,2023-12-18,TH22R5,302531.0,TH8335010006,BFDB6T5,HUMANICA,TH,THB,50205020.0,23638321.0,272644889.207196,0.4868,0.1781019,0.09,0.00215
177325,2023-12-18,TH229N,45058.0,TH0616010Z03,B09C9S7,EASTERN WATER RESOURCES,TH,THB,65102030.0,19661237.0,196809185.25609922,0.4108,0.243184,0.1,0.00179
177326,2023-12-18,TH10JU,152430.0,TH0981010000,B39L349,SYNNEX (THAILAND),TH,THB,10102030.0,17989581.0,242120754.19641,0.265,0.2803774,0.07,0.00164
177328,2023-12-18,TH80CU,285566.0,TH6820010002,BYMFLT6,THAI WAH,TH,THB,45102020.0,8569989.0,97608024.8802174,0.7985,0.1099562,0.09,0.00078
177346,2023-12-18,B02LFN,23904.0,GRS314003013,BLB3KB5,MIG HOLDINGS S.A.,GR,EUR,30202000.0,20325857.0,166468934.67512497,0.1221,1.0,0.12,0.00185
177385,2023-12-18,ID8036,267477.0,ID1000127707,BBGSY46,SARATOGA INVESTAMA SEDAYA,ID,IDR,30202000.0,167890305.0,1345306075.9599998,0.1248,1.0,0.12,0.0153
177390,2023-12-18,ID00GB,35116.0,ID1000094204,6580034,Bank Danamon Indonesia Tbk PT,ID,IDR,30101010.0,113648634.0,1724602045.2287197,0.0659,1.0,0.07,0.01036
177400,2023-12-18,ID12WU,216285.0,ID1000095508,B055M58,BRI AGRONIAGA,ID,IDR,30101010.0,61775350.0,503478955.08061755,0.1227,1.0,0.12,0.00563
177429,2023-12-18,PH1029,47068.0,PHY689911352,B1FHVG5,PHILEX MINING,PH,PHP,55102000.0,29342547.0,334349458.2805374,0.5009,0.175205,0.09,0.00267
177443,2023-12-18,EG9025,39237.0,EGS42111C012,6325859,ALEXANDRIA CONTAINERS,EG,EGP,50206060.0,185126951.0,1849417859.4717002,0.1001,1.0,0.1,0.01687
177460,2023-12-18,EG7034,39304.0,EGS3E181C010,B0Y52Q0,EGYPT ALUMINIUM,EG,EGP,55102035.0,70547603.0,886275379.6875001,0.0796,1.0,0.08,0.00643
177461,2023-12-18,EG5043,281356.0,EGS673Y1C015,BVW29L4,EMAAR MISR FOR DEVELOPMENT,EG,EGP,35101010.0,69651121.0,618570558.3255,0.1126,1.0,0.11,0.00635
177467,2023-12-18,EG203Z,43431.0,EGS38201C017,6307039,EGYPTIAN CHEMICAL IND,EG,EGP,55201015.0,47856879.0,480008285.68921876,0.0997,1.0,0.1,0.00436
177470,2023-12-18,EG20LH,39231.0,EGS65851C015,6651996,SIX OF OCT.DEV.& INV.,EG,EGP,35101010.0,39098439.0,270203130.82533604,0.1447,1.0,0.14,0.00356
177473,2023-12-18,EG302Z,43428.0,EGS60241C014,6298906,EXPORT DEV.BK.OF EGYPT,EG,EGP,30202000.0,35451080.0,398774349.6,0.0889,1.0,0.09,0.00323
177491,2023-12-18,EG8035,73190.0,EGS691D1C018,B1VR8V3,C I CAPITAL HLDG FOR FIN. INV,EG,EGP,30202015.0,13960939.0,176052000.0,0.0793,1.0,0.08,0.00127
178965,2024-03-18,TW04JC,35909.0,TW0002605003,6810731,Sincere Navig,TW,TWD,50206030.0,52753047.0,456543078.6984835,0.9008,0.1282738,0.12,0.00448
178966,2024-03-18,TW30D5,264764.0,TW0005222004,B3ZVQT9,TRANSCOM,TW,TWD,10102010.0,40614625.0,406146820.669545,0.9327,0.1072156,0.1,0.00345
179356,2024-03-18,IN10CI,219016.0,INE950I01011,B4YWZT3,D B CORP,IN,INR,40301030.0,77352728.0,543399800.151373,0.3578,0.3978468,0.14,0.00657
179371,2024-03-18,AE23MF,345755.0,AEF000901015,BMXCL70,FERTIGLOBE COMPANY PJSC,AE,AED,55201015.0,845238819.0,6124919564.967984,0.138,1.0,0.14,0.07176
180205,2024-03-18,KR703L,25902.0,KR7007700008,6223652,F&F Holdings,KR,KRW,40204020.0,54493715.0,454876541.361066,0.1198,1.0,0.12,0.00463
180367,2024-03-18,PL402G,270052.0,PLENERG00022,BGQYBX7,ENERGA,PL,PLN,65101015.0,97602071.0,1074912534.5211828,0.0908,1.0,0.09,0.00829
180397,2024-03-18,EW031,140390.0,LU0327357389,B28ZQ24,KERNEL HLDG,PL,PLN,45102010.0,53044551.0,688890193.5045488,0.077,1.0,0.08,0.0045
180417,2024-03-18,425229,3633.0,PLDEBCA00016,4252294,FIRMA OPONIARSKA DEBICA,PL,PLN,40101015.0,32645163.0,256040460.39,0.1275,1.0,0.13,0.00277
180428,2024-03-18,EW048,152690.0,PLTRKPL00014,B2QKZ46,TRAKCJA,PL,PLN,50101010.0,22712369.0,236587153.38944402,0.096,1.0,0.1,0.00193
180435,2024-03-18,PL00IS,263823.0,PLPCCEX00010,B8FGJ01,PCC EXOL,PL,PLN,55201020.0,17139849.0,132764116.58434032,0.1291,1.0,0.13,0.00146
180443,2024-03-18,716083,28282.0,PLZAPUL00057,7160833,PULAWY,PL,PLN,55201015.0,11697755.0,290988887.475,0.0402,1.0,0.04,0.00099
180809,2024-03-18,MY24F5,261974.0,MYL5222OO004,B8L1DR5,FGV HLDGS,MY,MYR,45102010.0,143602824.0,1097881045.6010041,0.1308,1.0,0.13,0.01219
180825,2024-03-18,MY22UI,251799.0,MYL5200OO000,B41LHL9,UOA DEVELOPMENT,MY,MYR,35101010.0,119959347.0,976867843.534554,0.1228,1.0,0.12,0.01018
180965,2024-03-18,B02LFN,23904.0,GRS314003013,BLB3KB5,MIG HOLDINGS S.A.,GR,EUR,30202000.0,17482109.0,143178619.76775,0.1221,1.0,0.12,0.00148
181019,2024-03-18,ID8036,267477.0,ID1000127707,BBGSY46,SARATOGA INVESTAMA SEDAYA,ID,IDR,30202000.0,143661330.0,1322042383.9350002,0.1087,1.0,0.11,0.0122
181021,2024-03-18,ID00GB,35116.0,ID1000094204,6580034,Bank Danamon Indonesia Tbk PT,ID,IDR,30101010.0,120994141.0,1836597187.56605,0.0659,1.0,0.07,0.01027
181032,2024-03-18,ID12WU,216285.0,ID1000095508,B055M58,BRI AGRONIAGA,ID,IDR,30101010.0,53740569.0,438119517.25472844,0.1227,1.0,0.12,0.00456
181057,2024-03-18,PH04PZ,28996.0,PHY2518H1143,B0XNCB0,First Gen Corp,PH,PHP,65101015.0,157748409.0,1286693700.6080322,0.1226,1.0,0.12,0.01339
181061,2024-03-18,PH1029,47068.0,PHY689911352,B1FHVG5,PHILEX MINING,PH,PHP,55102000.0,26751470.0,304825232.5679143,0.528,0.1662124,0.09,0.00227
181115,2024-03-18,TR20QC,352728.0,TREINVS00029,BN95D52,INVESTCO HOLDING A S,TR,TRY,30202000.0,215611149.0,2153954118.75,0.1001,1.0,0.1,0.0183
181145,2024-03-18,412532,35434.0,TRABRISA91E3,B03MQ60,BRISA BRIDGESTONE SABANCI,TR,TRY,40101015.0,141428025.0,1110108328.1760938,0.1274,1.0,0.13,0.01201
181175,2024-03-18,TR40H5,45373.0,TRARAYSG91O8,B03MX81,RAY SIGORTA,TR,TRY,30302010.0,108977133.0,1898553322.2449408,0.0574,1.0,0.06,0.00925
181183,2024-03-18,B03MQM,43801.0,TRACLEBI91M5,B03MQM6,CELEBI HAVA SERVISI,TR,TRY,50206060.0,103783403.0,1028575213.83,0.1009,1.0,0.1,0.00881
181283,2024-03-18,413337,24002.0,TRABANVT92A9,B03MPP2,BANVIT,TR,TRY,45102010.0,43622671.0,526207502.21832603,0.0829,1.0,0.08,0.0037
181297,2024-03-18,TR30PC,170023.0,TREARMD00010,B16MXJ6,INGRAM MCRO BILISIM SISTEMLERI,TR,TRY,10102030.0,37449795.0,444771205.2,0.0842,1.0,0.08,0.00318
181318,2024-03-18,B03MY0,35522.0,TRATEKST91N0,B03MY00,ICBC TURKEY BANK ANONIM,TR,TRY,30101010.0,28332977.0,395711368.28000003,0.0716,1.0,0.07,0.00241
181322,2024-03-18,TR20J5,279516.0,TREULET00014,BSP5SN4,ULUSOY ELEKTRIK IMALAT TAAHHUT,TR,TRY,50202010.0,26322273.0,417151049.6,0.0631,1.0,0.06,0.00223
181389,2024-03-18,TH21YB,40334.0,TH0999010Z03,B3L0Q89,TISCO FINANCIAL GROUP,TH,THB,30101010.0,220745293.0,2225255900.75492,0.9,0.1102222,0.1,0.01874
181423,2024-03-18,TH904N,25610.0,TH0259A10Z01,BK7XZD9,RAMKHAMHAENG HOSPITAL,TH,THB,20101010.0,136512883.0,1017234780.0,0.428,0.3135514,0.13,0.01159
181430,2024-03-18,TH204G,2206.0,TH0420010Y01,BYYH5C1,BANGCHAK CORP,TH,THB,60101020.0,118028040.0,1664711869.5059924,0.8573,0.0827015,0.07,0.01002
181431,2024-03-18,TH21XA,40291.0,TH0042010007,6078971,BANGKOK INSURANCE,TH,THB,30302025.0,116147308.0,926214779.763,1.0,0.1254,0.13,0.00986
